"termino_espanol","termino_ingles","emotion","valence","arousal","dominance","nivel_arousal"
"infidelidad","infidelity","disgust","-0.876","0.554","-0.216","alto"
"infidelidad","infidelity","fear","-0.876","0.554","-0.216","alto"
"infidelidad","infidelity","sadness","-0.876","0.554","-0.216","alto"
"infiel","infidel","anger","-0.646","0.48","-0.192","alto"
"infiel","unfaithful","disgust","-0.938","0.612","-0.404","alto"
"infiel","infidel","disgust","-0.646","0.48","-0.192","alto"
"infiel","infidel","fear","-0.646","0.48","-0.192","alto"
"infierno","inferno","anger","-0.898","0.714","-0.074","alto"
"infierno","hell","anger","-0.96","0.615","0.13","alto"
"infierno","hell","disgust","-0.96","0.615","0.13","alto"
"infierno","inferno","fear","-0.898","0.714","-0.074","alto"
"infierno","hell","fear","-0.96","0.615","0.13","alto"
"infierno","hell","sadness","-0.96","0.615","0.13","alto"
"infinito","infinity","anticipation","0.032","-0.082","0.61","medio"
"infinito","infinity","joy","0.032","-0.082","0.61","medio"
"infinito","infinity","trust","0.032","-0.082","0.61","medio"
"inflación","inflation","fear","-0.562","0.584","0.016","alto"
"infligir","wreak","anger","-0.25","0.244","-0.004","medio"
"infligir","inflict","anger","-0.666","0.52","0.218","alto"
"infligir","inflict","fear","-0.666","0.52","0.218","alto"
"infligir","inflict","sadness","-0.666","0.52","0.218","alto"
"influyente","influential","trust","0.798","0.376","0.888","alto"
"informar","inform","trust","0.446","0.164","0.358","medio"
"infracción","infraction","anger","-0.51","0.32","-0.058","medio"
"infrecuente","infrequent","surprise","-0.376","-0.246","-0.616","medio"
"infructuoso","fruitless","sadness","-0.48","0.16","-0.378","medio"
"ingenioso","witty","joy","0.714","0.414","0.518","alto"
"ingreso","income","anticipation","0.5","0.02","0.456","medio"
"ingreso","income","joy","0.5","0.02","0.456","medio"
"ingreso","income","sadness","0.5","0.02","0.456","medio"
"ingreso","income","trust","0.5","0.02","0.456","medio"
"inhibir","inhibit","anger","-0.666","-0.042","-0.106","medio"
"inhibir","inhibit","disgust","-0.666","-0.042","-0.106","medio"
"inhibir","inhibit","sadness","-0.666","-0.042","-0.106","medio"
"inhóspito","inhospitable","sadness","-0.47","0.062","-0.21","medio"
"inhumanidad","inhumanity","sadness","-0.714","0.08","-0.19","medio"
"inhumano","inhuman","anger","-0.786","0.32","-0.016","medio"
"inhumano","inhuman","disgust","-0.786","0.32","-0.016","medio"
"inhumano","inhuman","fear","-0.786","0.32","-0.016","medio"
"inhumano","inhuman","sadness","-0.786","0.32","-0.016","medio"
"inimitable","inimitable","trust","0.142","-0.174","0.58","medio"
"iniquidad","iniquity","disgust","-0.562","0.134","-0.15","medio"
"injusticia","injustice","anger","-0.918","0.46","-0.243","alto"
"injusticia","unfairness","anger","-0.66","0.634","-0.328","alto"
"injusticia","unfairness","sadness","-0.66","0.634","-0.328","alto"
"injustificable","unjustifiable","anger","-0.77","0.192","-0.212","medio"
"injustificable","unjustifiable","disgust","-0.77","0.192","-0.212","medio"
"injustificable","unjustifiable","fear","-0.77","0.192","-0.212","medio"
"injusto","unjust","anger","-0.77","0.25","-0.444","medio"
"injusto","unfair","anger","-0.654","-0.056","-0.62","medio"
"injusto","unfair","disgust","-0.654","-0.056","-0.62","medio"
"injusto","unfair","sadness","-0.654","-0.056","-0.62","medio"
"inmaculado","immaculate","joy","0.396","-0.34","0.376","bajo"
"inmaculado","spotless","trust","0.584","-0.346","0.452","bajo"
"inmaculado","immaculate","trust","0.396","-0.34","0.376","bajo"
"inmadurez","immaturity","anger","-0.708","0.134","-0.558","medio"
"inmadurez","immaturity","anticipation","-0.708","0.134","-0.558","medio"
"inmaduro","immature","anticipation","-0.772","0","-0.6","medio"
"inmanejable","unmanageable","disgust","-0.646","0.332","-0.036","medio"
"inmediación","immediacy","surprise","0.27","0.26","0.254","medio"
"inmediatamente","immediately","anticipation","0.104","0.56","0.414","alto"
"inmersión","plunge","fear","-0.386","0.38","0.1","alto"
"inmigrante","immigrant","fear","-0.286","0.326","0.018","medio"
"inminente","imminent","anticipation","-0.02","0.568","0.286","alto"
"inminente","impending","anticipation","-0.04","0.47","0.504","alto"
"inminente","impending","fear","-0.04","0.47","0.504","alto"
"inminente","imminent","fear","-0.02","0.568","0.286","alto"
"inmoral","immoral","anger","-0.714","0.244","-0.23","medio"
"inmoral","immoral","disgust","-0.714","0.244","-0.23","medio"
"inmoral","immoral","fear","-0.714","0.244","-0.23","medio"
"inmoral","immoral","sadness","-0.714","0.244","-0.23","medio"
"inmoralidad","immorality","anger","-0.624","0.378","-0.37","alto"
"inmoralidad","immorality","disgust","-0.624","0.378","-0.37","alto"
"inmortalidad","immortality","anticipation","0.376","0.27","0.722","medio"
"inmundicia","filth","disgust","-0.612","0.184","-0.362","medio"
"inmundo","unclean","disgust","-0.734","0.058","-0.732","medio"
"inmunización","immunization","trust","0.334","0.02","0.466","medio"
"inocente","innocent","trust","0.458","-0.588","-0.32","bajo"
"inoculación","inoculation","anticipation","-0.334","0.14","0.196","medio"
"inoculación","inoculation","trust","-0.334","0.14","0.196","medio"
"inodoro","toilet","disgust","-0.02","-0.42","-0.534","bajo"
"inoperante","inoperative","anger","-0.724","-0.15","-0.454","medio"
"inquebrantable","unwavering","trust","0.48","0.26","0.716","medio"
"inquietud","uneasiness","anticipation","-0.643","0.596","-0.544","alto"
"inquietud","restlessness","anticipation","-0.834","0.588","-0.206","alto"
"inquietud","uneasiness","sadness","-0.643","0.596","-0.544","alto"
"insalubre","unhealthy","disgust","-0.885","0.098","-0.572","medio"
"insalubre","unhealthy","fear","-0.885","0.098","-0.572","medio"
"insalubre","unhealthy","sadness","-0.885","0.098","-0.572","medio"
"insatisfactorio","unsatisfactory","disgust","-0.756","0.04","-0.622","medio"
"insatisfecho","unsatisfied","disgust","-0.6","0.094","-0.518","medio"
"insatisfecho","unsatisfied","sadness","-0.6","0.094","-0.518","medio"
"inscribirse","enroll","anticipation","0.392","0.06","0.222","medio"
"inscribirse","enroll","trust","0.392","0.06","0.222","medio"
"insecto","bug","disgust","-0.428","0","-0.508","medio"
"insecto","bug","fear","-0.428","0","-0.508","medio"
"inseguridad","insecurity","fear","-0.812","0.294","-0.3","medio"
"inseguro","insecure","anger","-0.772","0.076","-0.736","medio"
"inseguro","unsafe","fear","-0.77","0.124","-0.631","medio"
"inseguro","insecure","fear","-0.772","0.076","-0.736","medio"
"inseguro","insecure","sadness","-0.772","0.076","-0.736","medio"
"inseparable","inseparable","joy","0.534","0.04","0.163","medio"
"inseparable","inseparable","trust","0.534","0.04","0.163","medio"
"insidioso","insidious","anger","-0.708","0.244","-0.04","medio"
"insidioso","insidious","disgust","-0.708","0.244","-0.04","medio"
"insidioso","insidious","fear","-0.708","0.244","-0.04","medio"
"Insignia","badge","trust","0.134","-0.024","0.382","medio"
"insignificante","insignificant","anger","-0.834","-0.388","-0.886","bajo"
"insignificante","insignificant","sadness","-0.834","-0.388","-0.886","bajo"
"insípido","tasteless","disgust","-0.708","-0.608","-0.704","bajo"
"insolvencia","insolvency","fear","-0.354","-0.138","-0.4","medio"
"insolvencia","insolvency","sadness","-0.354","-0.138","-0.4","medio"
"insolvencia","insolvency","surprise","-0.354","-0.138","-0.4","medio"
"insolvente","insolvent","fear","-0.54","-0.038","-0.364","medio"
"insolvente","insolvent","sadness","-0.54","-0.038","-0.364","medio"
"insolvente","insolvent","trust","-0.54","-0.038","-0.364","medio"
"inspiración","inspiration","anticipation","0.876","0.2","0.513","medio"
"inspiración","inspiration","joy","0.876","0.2","0.513","medio"
"inspirado","inspired","joy","0.934","0.404","0.472","alto"
"inspirado","inspired","surprise","0.934","0.404","0.472","alto"
"inspirado","inspired","trust","0.934","0.404","0.472","alto"
"inspirar","inspire","anticipation","0.836","0.254","0.518","medio"
"inspirar","inspire","joy","0.836","0.254","0.518","medio"
"inspirar","inspire","trust","0.836","0.254","0.518","medio"
"Instalar en pc","install","anticipation","0.26","0.166","0.472","medio"
"instintivo","instinctive","anger","0.504","0.15","0.388","medio"
"instintivo","instinctive","disgust","0.504","0.15","0.388","medio"
"instintivo","instinctive","fear","0.504","0.15","0.388","medio"
"instituto","institute","trust","0.208","-0.04","0.614","medio"
"institutriz","governess","trust","-0.148","0","0.264","medio"
"instrucción","instruction","trust","0.312","-0.132","0.472","medio"
"instrucciones","instructions","anticipation","0.164","-0.396","0.112","bajo"
"instrucciones","instructions","trust","0.164","-0.396","0.112","bajo"
"instructor","instructor","anticipation","0.542","-0.02","0.564","medio"
"instructor","instructor","trust","0.542","-0.02","0.564","medio"
"instruir","instruct","trust","0.458","-0.02","0.666","medio"
"insuficiencia","insufficiency","anger","-0.77","-0.138","-0.58","medio"
"insultante","insulting","anger","-0.812","0.68","-0.176","alto"
"insultante","insulting","disgust","-0.812","0.68","-0.176","alto"
"insultante","insulting","fear","-0.812","0.68","-0.176","alto"
"insultante","insulting","sadness","-0.812","0.68","-0.176","alto"
"insulto","insult","anger","-0.83","0.662","-0.222","alto"
"insulto","insult","disgust","-0.83","0.662","-0.222","alto"
"insulto","insult","sadness","-0.83","0.662","-0.222","alto"
"insulto","insult","surprise","-0.83","0.662","-0.222","alto"
"insuperable","insurmountable","fear","0.24","0.254","0.474","medio"
"insuperable","insurmountable","sadness","0.24","0.254","0.474","medio"
"insuperado","unsurpassed","anticipation","0.388","0.138","0.596","medio"
"insuperado","unsurpassed","fear","0.388","0.138","0.596","medio"
"insuperado","unsurpassed","joy","0.388","0.138","0.596","medio"
"insuperado","unsurpassed","trust","0.388","0.138","0.596","medio"
"insurrección","insurrection","anger","-0.542","0.412","0.164","alto"
"intacto","unbroken","trust","0.1","-0.552","0.204","bajo"
"intacto","intact","trust","0.549","-0.704","0.289","bajo"
"integridad","integrity","trust","0.73","-0.174","0.696","medio"
"inteligencia","intelligence","fear","0.666","0.174","0.77","medio"
"inteligencia","intelligence","joy","0.666","0.174","0.77","medio"
"inteligencia","intelligence","trust","0.666","0.174","0.77","medio"
"inteligente","intelligent","trust","0.834","0.082","0.736","medio"
"intenso","fierce","anger","-0.438","0.754","0.518","alto"
"intenso","intense","anger","0.184","0.548","0.358","alto"
"intenso","intense","disgust","0.184","0.548","0.358","alto"
"intenso","fierce","disgust","-0.438","0.754","0.518","alto"
"intenso","intense","fear","0.184","0.548","0.358","alto"
"intenso","fierce","fear","-0.438","0.754","0.518","alto"
"intenso","intense","joy","0.184","0.548","0.358","alto"
"intenso","intense","surprise","0.184","0.548","0.358","alto"
"intenso","intense","trust","0.184","0.548","0.358","alto"
"intentar","attempt","anticipation","0.25","-0.018","-0.138","medio"
"intercambio","exchange","trust","0.48","0.138","-0.018","medio"
"interceder","intercede","fear","0.164","0.154","0.26","medio"
"interceder","intercede","sadness","0.164","0.154","0.26","medio"
"intercesión","intercession","trust","0.006","-0.028","0.196","medio"
"interesado","interested","disgust","0.5","0.058","0.45","medio"
"interesado","interested","sadness","0.5","0.058","0.45","medio"
"interior","interior","disgust","0.236","-0.686","-0.076","bajo"
"interior","interior","trust","0.236","-0.686","-0.076","bajo"
"interminable","interminable","anger","-0.346","-0.038","0.122","medio"
"interminable","interminable","anticipation","-0.346","-0.038","0.122","medio"
"interrogar","interrogate","fear","-0.354","0.616","0.36","alto"
"interrogatorio","interrogation","fear","-0.396","0.654","0.314","alto"
"interrumpido","interrupted","sadness","-0.438","0.118","-0.334","medio"
"interrumpir","interrupt","anger","-0.58","0.27","0.018","medio"
"interrumpir","interrupt","surprise","-0.58","0.27","0.018","medio"
"intervención","involvement","anger","0.52","0.24","0.392","medio"
"intervención","intervention","sadness","-0.224","0.392","0.378","alto"
"intestinal","intestinal","disgust","-0.286","0.062","-0.26","medio"
"intestino","gut","disgust","-0.184","-0.266","-0.272","medio"
"intestinos","bowels","disgust","-0.612","-0.104","-0.276","medio"
"íntimamente","intimately","anticipation","0.612","0.146","0.18","medio"
"íntimamente","intimately","fear","0.612","0.146","0.18","medio"
"íntimamente","intimately","joy","0.612","0.146","0.18","medio"
"intimidación","intimidation","anger","-0.646","0.582","0.288","alto"
"intimidación","intimidation","fear","-0.646","0.582","0.288","alto"
"intimidar","intimidate","fear","-0.58","0.608","0.264","alto"
"íntimo","intimate","anticipation","0.448","0.196","-0.214","medio"
"íntimo","intimate","joy","0.448","0.196","-0.214","medio"
"íntimo","intimate","trust","0.448","0.196","-0.214","medio"
"intitulado","untitled","sadness","-0.574","-0.52","-0.52","bajo"
"intolerable","intolerable","anger","-0.708","0.32","-0.122","medio"
"intolerancia","intolerance","anger","-0.896","0.408","0.04","alto"
"intolerancia","intolerance","disgust","-0.896","0.408","0.04","alto"
"intolerancia","intolerance","fear","-0.896","0.408","0.04","alto"
"intolerante","intolerant","anger","-0.73","0.352","0.018","alto"
"intolerante","intolerant","disgust","-0.73","0.352","0.018","alto"
"intolerante","intolerant","fear","-0.73","0.352","0.018","alto"
"intolerante","intolerant","sadness","-0.73","0.352","0.018","alto"
"intratable","intractable","anger","-0.692","0.388","-0.396","alto"
"intriga","intrigue","anticipation","-0.276","0.66","-0.346","alto"
"intriga","intrigue","fear","-0.276","0.66","-0.346","alto"
"intriga","intrigue","surprise","-0.276","0.66","-0.346","alto"
"intrusión","intrusion","fear","-0.414","0.282","0.34","medio"
"intruso","intruder","anger","-0.708","0.48","-0.352","alto"
"intruso","intrusive","anger","-0.078","0.214","0.076","medio"
"intruso","intrusive","disgust","-0.078","0.214","0.076","medio"
"intruso","intruder","fear","-0.708","0.48","-0.352","alto"
"intruso","intrusive","fear","-0.078","0.214","0.076","medio"
"intruso","intrusive","surprise","-0.078","0.214","0.076","medio"
"intruso","intruder","surprise","-0.708","0.48","-0.352","alto"
"intuición","intuition","trust","0.714","0.016","0.204","medio"
"intuitivamente","intuitively","anticipation","0.34","0.122","0.296","medio"
"inundación","flood","fear","-0.584","0.556","0.216","alto"
"inútil","pointless","sadness","-0.89","-0.294","-0.874","medio"
"invadir","invade","anger","-0.184","0.784","0.428","alto"
"invadir","invade","fear","-0.184","0.784","0.428","alto"
"invadir","invade","sadness","-0.184","0.784","0.428","alto"
"invadir","invade","surprise","-0.184","0.784","0.428","alto"
"inválido","invalid","sadness","-0.64","-0.34","-0.49","bajo"
"invasión","invasion","anger","-0.458","0.686","0.616","alto"
"invasión","encroachment","fear","-0.49","0.472","0.24","alto"
"invasor","invader","anger","-0.6","0.654","0.236","alto"
"invasor","invader","fear","-0.6","0.654","0.236","alto"
"invasor","invader","sadness","-0.6","0.654","0.236","alto"
"inversión","reversal","anger","-0.24","0.02","0.182","medio"
"inversión","reversal","disgust","-0.24","0.02","0.182","medio"
"inversión","reversal","surprise","-0.24","0.02","0.182","medio"
"investigación","investigation","anticipation","0.062","0.184","0.64","medio"
"invicto","unbeaten","anticipation","0.708","0.52","0.656","alto"
"invicto","unbeaten","joy","0.708","0.52","0.656","alto"
"invicto","unbeaten","sadness","0.708","0.52","0.656","alto"
"invicto","unbeaten","surprise","0.708","0.52","0.656","alto"
"invitación","invitation","anticipation","0.604","0.098","0.294","medio"
"invitar","invite","anticipation","0.49","0.31","0.222","medio"
"invitar","invite","joy","0.49","0.31","0.222","medio"
"invitar","invite","surprise","0.49","0.31","0.222","medio"
"invitar","invite","trust","0.49","0.31","0.222","medio"
